Price,Location,Mileage,Engine,Manufacturer,Year,Model,Fuel_Type
"Rs: 7,300,000",Pussellawa,"123,000",650,Suzuki,2018,Wagon R,Petrol
Negotiable,Katugastota,"1,000",1000,Toyota,2024,Yaris,Diesel
"Rs: 13,700,000",Kurunegala,0,1000,Honda,2025,City,Petrol
"Rs: 7,780,000",Bambalapitiya (Colombo 04),"76,400",1000,Toyota,2015,Vitz,Petrol
"Rs: 3,750,000",Buttala,"59,000",800,Suzuki,2015,Alto,Petrol
"Rs: 7,000,000",Padukka,"160,000",1500,Toyota,2007,Corolla,Petrol
Negotiable,Katugastota,"17,000",1000,Suzuki,2023,Hustler,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kegalle,0,1500,Toyota,2013,Aqua,Petrol
Negotiable,Anuradhapura,"8,500",660,Daihatsu,2025,Mira,Petrol
Negotiable,Anuradhapura,"4,100",660,Daihatsu,2024,Mira,Petrol
Negotiable,Anuradhapura,0,660,Daihatsu,2025,Mira,Petrol
Negotiable,Digana,"80,000",1000,Honda,2018,Civic,Petrol
"Rs: 7,200,000",Ambalangoda,0,1500,Toyota,2014,Aqua,Hybrid
"Rs: 2,550,000",Matugama,"63,500",812,Chery,2015,QQ,Petrol
Negotiable,Ambalangoda,0,1600,Toyota,2014,Prius,Hybrid
"Rs: 5,450,000",Wattala,"99,400",650,Suzuki,2014,Wagon R,Hybrid
Negotiable,Ambalangoda,"81,000",1500,Toyota,2018,Premio,Petrol
Negotiable,Ambalangoda,"100,000",1300,Honda,2014,Fit,Hybrid
Negotiable,Homagama,0,2000,Mitsubishi,2007,Lancer,Petrol
"Rs: 4,280,000",Ambalangoda,"146,000",1197,Perodua,2011,Elite,Petrol
Negotiable,Ambalangoda,"179,000",650,Suzuki,2015,Wagon R,Hybrid
"Rs: 14,000,000",Ambalangoda,"114,000",1500,Toyota,2017,Premio,Petrol
"Rs: 7,500,000",Agaliya,0,690,Suzuki,2024,Wagon R,Hybrid
"Rs: 5,790,000",Malabe,"101,000",650,Suzuki,2014,Wagon R,Hybrid
"Rs: 5,500,000",Matara,"90,000",650,Suzuki,2014,Wagon R,Petrol
Negotiable,Kohuwala,"117,000",1500,Toyota,2010,Axio,Petrol
Negotiable,Gampaha,"70,000",1490,Toyota,2018,Axio,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Pugoda,"130,000",1000,Toyota,2007,Belta,Petrol
"Rs: 7,500,000",Pussellawa,"85,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 10,200,000",Galle,"180,000",1800,Toyota,2011,Prius,Hybrid
Negotiable,Rajagiriya,0,658,Suzuki,2013,Every,Petrol
"Rs: 3,450,000",Rikillagaskada,"97,500",1500,Toyota,2000,Corolla,Petrol
Negotiable,Kohuwala,0,2500,Toyota,2025,Crown,Petrol
Negotiable,Gampaha,"156,000",1500,Toyota,2014,Aqua,Hybrid
Negotiable,Nittambuwa,0,1000,Honda,2025,City,Petrol
"Rs: 58,500,000",Kohuwala,"20,000",2500,Toyota,2024,Crown,Petrol
"Rs: 6,450,000",Ambalangoda,0,1500,Toyota,2004,Allion,Petrol
"Rs: 8,900,000",Ambalangoda,"55,000",1300,Suzuki,2019,Swift,Petrol
"Rs: 6,700,000",Ambalangoda,"81,000",650,Suzuki,2018,Wagon R,Hybrid
"Rs: 13,500,000",Malabe,"90,000",1500,Toyota,2017,Axio,Hybrid
"Rs: 5,050,000",Kurunegala,"76,000",650,Suzuki,2016,Wagon R,Petrol
Negotiable,Colombo Fort (Colombo 01),"184,000",1500,Toyota,2014,Premio,Petrol
Negotiable,Colombo Fort (Colombo 01),0,1000,Suzuki,2006,Swift,Petrol
"Rs: 8,300,000",Kandy,"146,000",1500,Honda,2014,Grace,Hybrid
"Rs: 6,550,000",Ambalangoda,"123,000",650,Suzuki,2018,Wagon R,Hybrid
"Rs: 7,300,000",Ambalangoda,"113,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 8,350,000",Ambalangoda,"125,000",1600,Toyota,2009,Prius,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 9,850,000",Panadura,"142,000",1600,Toyota,2013,Prius,Hybrid
"Rs: 6,200,000",Kandana,"177,000",1600,Toyota,2007,Prius,Hybrid
"Rs: 6,375,000",Ambalangoda,"110,000",650,Suzuki,2018,Wagon R,Hybrid
"Rs: 5,600,000",Ambalangoda,"62,000",658,Mazda,2016,Flair,Petrol
"Rs: 4,450,000",Ambalangoda,0,1497,Nissan,2002,Sunny,Petrol
Negotiable,Wellawatta (Colombo 06),"13,000",1500,Mercedes Benz,2023,C200,Petrol
Negotiable,Wellawatta (Colombo 06),"2,000",660,Suzuki,2025,Spacia,Petrol
"Rs: 8,950,000",Wellawatta (Colombo 06),0,1000,Suzuki,2025,Wagon R,Petrol
"Rs: 5,550,000",Panadura,"130,000",650,Suzuki,2014,Wagon R,Hybrid
Negotiable,Pilimatalawa,0,1000,Honda,2025,City,Petrol
Negotiable,Pilimatalawa,0,1000,Nissan,2025,Almera,Petrol
Negotiable,Pilimatalawa,0,660,Suzuki,2025,Spacia,Hybrid
"Rs: 5,755,000",Alawwa,"80,000",660,Daihatsu,2017,Mira,Petrol
"Rs: 6,500,000",Ambalangoda,0,1500,Toyota,2012,Aqua,Hybrid
"Rs: 6,200,000",Ambalangoda,"160,000",1500,Honda,2012,Fit,Hybrid
"Rs: 3,575,000",Borella (Colombo 08),"200,000",2000,Honda,2000,Odyssey,Petrol
"Rs: 8,150,000",Kegalle,"129,000",1000,Suzuki,2017,Swift,Hybrid
"Rs: 5,100,000",Yakkala,0,1500,Mitsubishi,2002,Lancer,Petrol
"Rs: 3,700,000",Kalmunai,"96,000",796,Suzuki,2015,Celerio,Petrol
Negotiable,Pilimatalawa,0,1000,Honda,2025,City,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 1,975,000",Kegalle,"136,000",800,Suzuki,2005,Alto,Petrol
"Rs: 3,670,000",Kahawatta,"165,000",990,Suzuki,2010,Estilo,Petrol
Negotiable,Polonnaruwa,0,1200,Daihatsu,2024,Thor,Petrol
"Rs: 7,000,000",Elpitiya,"150,000",1000,Toyota,2015,Vitz,Petrol
Negotiable,Ambalangoda,"251,780",1500,Toyota,2013,Aqua,Petrol
"Rs: 7,500,000",Pussellawa,"650,000",1200,Toyota,2002,Corolla,Petrol
Negotiable,Nugegoda,"160,000",2000,BMW,2013,M Series,Petrol
"Rs: 5,500,000",Bandarawela,"103,000",1299,Toyota,2005,Corolla,Diesel
"Rs: 5,350,000",Anuradhapura,0,1500,Toyota,2004,Vios,Petrol
Negotiable,Neluwa,"165,000",1970,Nissan,1997,Pulsar,Diesel
"Rs: 4,100,000",Batticaloa,"86,000",814,Hyundai,2016,Eon,Petrol
"Rs: 8,725,000",Divulapitiya,0,660,Daihatsu,2025,Taft,Petrol
Negotiable,Gampaha,"210,000",658,Suzuki,2017,Hustler,Petrol
"Rs: 375,000",Kataragama,0,1300,Mazda,1985,Flair,Petrol
Negotiable,Gampaha,"250,000",1995,BMW,2006,E Series,Petrol
"Rs: 7,850,000",Kurunegala,"1,000",660,Daihatsu,2023,Taft,Petrol
"Rs: 3,400,000",Kurunegala,0,800,Micro,2014,Panda,Petrol
"Rs: 7,200,000",Anuradhapura,"119,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 9,800,000",Kirillawala,"283,000",1500,Toyota,2011,Premio,Petrol
"Rs: 2,900,000",Kurunegala,"148,000",1300,Toyota,1997,Tercel,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,850,000",Kurunegala,"6,500",660,Daihatsu,2023,Taft,Petrol
"Rs: 5,700,000",Kurunegala,"66,000",660,Suzuki,2015,Alto,Hybrid
"Rs: 5,650,000",Anuradhapura,"203,485",1300,Mitsubishi,2004,Lancer,Petrol
Negotiable,Horana,"118,000",1800,Toyota,2014,Prius,Petrol
Negotiable,Gampaha,"25,000,000",1496,Honda,2013,Fit,Petrol
"Rs: 4,875,000",Kurunegala,"65,000",660,Suzuki,2015,Alto,Petrol
"Rs: 9,400,000",Polonnaruwa,0,1000,Toyota,2022,Yaris,Petrol
Negotiable,Gampaha,"1,200,000",658,Suzuki,2017,Wagon R,Petrol
"Rs: 6,500,000",Ja-Ela,"70,000",660,Suzuki,2017,Wagon R,Hybrid
Negotiable,Gampaha,"2,100,000",1328,Nissan,2000,Sunny,Petrol
"Rs: 5,850,000",Maharagama,"105,455",1400,Suzuki,2011,Swift,Petrol
"Rs: 7,400,000",Polonnaruwa,0,650,Daihatsu,2024,Mira,Petrol
Negotiable,Kurunegala,0,650,Nissan,2025,Dayz,Petrol
Negotiable,Polonnaruwa,0,650,Suzuki,2024,Wagon R,Petrol
"Rs: 6,300,000",Kurunegala,"148,000",1400,Toyota,2001,Mark II,Petrol
Negotiable,Nugegoda,"6,191",660,Nissan,2024,Dayz,Petrol
"Rs: 3,300,000",Adampan,"147,000",800,Suzuki,2012,Alto,Petrol
Negotiable,Nugegoda,0,650,Nissan,2023,Dayz,Petrol
Negotiable,Kelaniya,0,650,Toyota,2024,Yaris,Petrol
"Rs: 5,600,000",Kurunegala,"66,000",1400,Nissan,2012,ExSunny,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,350,000",Panadura,0,660,Daihatsu,2024,Mira,Petrol
"Rs: 8,350,000",Homagama,"94,500",1490,Toyota,2008,Allion,Petrol
Negotiable,Kurunegala,"24,000",1000,Toyota,2024,Yaris,Hybrid
"Rs: 10,100,000",Eravur,"141,000",1500,Toyota,2015,Axio,Hybrid
"Rs: 13,500,000",Batticaloa,"96,000",1500,Toyota,2016,Prius,Hybrid
"Rs: 4,325,000",Kalmunai,"100,000",850,Hyundai,2016,Eon,Petrol
"Rs: 4,000,000",Trincomalee,"68,500",800,Renault,2018,KWID,Petrol
Negotiable,Wellawatta (Colombo 06),"3,600",660,Daihatsu,2024,Mira,Petrol
Negotiable,Nugegoda,0,650,Nissan,2023,Dayz,Petrol
Negotiable,Nugegoda,"26,890",1600,Peugeot,2019,5008,Petrol
"Rs: 4,250,000",Horana,"130,000",1600,Nissan,2000,Sunny,Petrol
Negotiable,Wellawatta (Colombo 06),0,1200,Nissan,2025,Cherry,Hybrid
"Rs: 5,575,000",Gampaha,"92,000",800,Suzuki,2015,Wagon R,Petrol
Negotiable,Kelaniya,0,1800,Mercedes Benz,2023,C Class,Petrol
Negotiable,Nugegoda,"2,000",1000,Toyota,2024,Yaris,Petrol
Negotiable,Nikaweratiya,0,1200,Honda,2014,Grace,Petrol
"Rs: 9,000,000",Panadura,"73,000",1300,Honda,2013,Fit,Petrol
"Rs: 3,000,000",Ambalangoda,202,1323,Mazda,2002,Familia,Petrol
"Rs: 11,200,000",Kadawatha,0,1600,Mitsubishi,2014,Lancer,Petrol
"Rs: 8,000,000",Divulapitiya,0,1500,Toyota,2007,Allion,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Rambukkana,"137,000",1500,Honda,2014,Grace,Petrol
Negotiable,Ganemulla,"169,000",1500,Toyota,2009,Allion,Petrol
"Rs: 7,390,000",Yakkala,"4,000",650,Suzuki,2024,Wagon R,Petrol
Negotiable,Yakkala,0,1000,Suzuki,2024,Spacia,Hybrid
Negotiable,Yakkala,0,650,Suzuki,2025,Wagon R,Hybrid
"Rs: 2,675,000",Kandy,"165,000",800,Suzuki,2006,Alto,Petrol
"Rs: 5,350,000",Kalmunai,"90,000",1000,Suzuki,2015,Celerio,Petrol
"Rs: 3,525,000",Kalmunai,"160,000",800,Renault,2016,KWID,Petrol
"Rs: 5,800,000",Ambatenna,"143,000",1000,Toyota,2017,Wigo,Petrol
"Rs: 8,800,000",Wattala,"146,700",1800,Toyota,2010,Prius,Hybrid
"Rs: 3,750,000",Gampaha,0,1500,Toyota,1997,Corolla,Petrol
Negotiable,Rambukkana,0,800,Suzuki,2009,Maruti,Petrol
Negotiable,Matale,0,660,Suzuki,2024,Wagon R,Petrol
Negotiable,Kandy,"120,000",690,Suzuki,2017,Wagon R,Hybrid
Negotiable,Kuliyapitiya,"85,000",660,Suzuki,2015,Alto,Hybrid
Negotiable,Kurunegala,"3,500",690,Suzuki,2023,Wagon R,Hybrid
"Rs: 8,700,000",Welimada,"37,000",690,Toyota,2019,Vitz,Hybrid
"Rs: 6,450,000",Maharagama,"65,000",1000,Toyota,2018,Passo,Petrol
Negotiable,Kurunegala,0,1500,Nissan,2001,FB 15,Petrol
Negotiable,Ampara,0,800,Suzuki,2011,Maruti,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,950,000",Negombo,"68,000",990,Toyota,2018,Vitz,Petrol
"Rs: 3,550,000",Battaramulla,0,800,Suzuki,2015,Alto,Petrol
"Rs: 6,175,000",Piliyandala,900,650,Suzuki,2024,Alto,Petrol
"Rs: 7,300,000",Moratuwa,"91,634",1000,Toyota,2015,Vitz,Petrol
"Rs: 4,350,000",Dambulla,"180,000",1600,Nissan,2000,Sunny,Petrol
"Rs: 6,850,000",Angoda,"90,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 8,850,000",Veyangoda,"120,000",1500,Toyota,2008,Premio,Petrol
"Rs: 3,600,000",Pannipitiya,"398,000",1990,Mitsubishi,1997,Lancer,Diesel
"Rs: 5,900,000",Gampaha,"96,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 650,000",Kottawa,0,1500,Ford,1984,Laser,Petrol
"Rs: 3,000,000",Malabe,"120,000",800,Suzuki,2011,Alto,Petrol
Negotiable,Nittambuwa,0,1000,Toyota,2022,Yaris,Petrol
Negotiable,Marawila,"105,052",660,Suzuki,2017,Wagon R,Hybrid
Negotiable,Pepiliyana,0,650,Nissan,2024,Dayz,Petrol
Negotiable,Pepiliyana,0,650,Suzuki,2025,Wagon R,Hybrid
"Rs: 7,500,000",Boralesgamuwa,"1,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 5,700,000",Matara,"129,000",1500,Nissan,2005,Tiida,Petrol
"Rs: 9,750,000",Boralesgamuwa,"147,571",1450,Toyota,2012,Prius,Hybrid
"Rs: 7,290,000",Boralesgamuwa,0,650,Daihatsu,2024,Mira,Petrol
"Rs: 10,850,000",Boralesgamuwa,0,1490,Toyota,2016,Axio,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,975,000",Boralesgamuwa,0,1390,Honda,2013,Fit,Hybrid
Negotiable,Anuradhapura,"4,000",650,Daihatsu,2024,Mira,Petrol
"Rs: 5,650,000",Piliyandala,"155,000",1700,Honda,2002,Civic,Petrol
"Rs: 4,100,000",Ambalangoda,"100,000",1500,Nissan,1999,FB 15,Petrol
"Rs: 9,000,000",Ambalangoda,"205,000",1500,Toyota,2011,Allion,Petrol
"Rs: 5,575,000",Ambalangoda,0,1500,Toyota,2000,Corolla,Petrol
"Rs: 9,800,000",Borella (Colombo 08),"109,000",1500,Toyota,2016,Axio,Petrol
Negotiable,Nugegoda,"6,000",650,Nissan,2024,Dayz,Petrol
Negotiable,Nugegoda,"10,000",650,Mitsubishi,2023,eK,Petrol
Negotiable,Nugegoda,"10,000",650,Mitsubishi,2023,eK,Petrol
"Rs: 3,650,000",Kandy,0,1300,Nissan,2002,March,Petrol
"Rs: 10,350,000",Padukka,0,1000,Toyota,2016,Premio,Diesel
"Rs: 2,800,000",Padukka,0,1000,Nissan,1997,Sunny,Diesel
Negotiable,Pilimatalawa,"136,000",2000,Mazda,2013,6,Petrol
Negotiable,Nugegoda,500,660,Daihatsu,2024,Mira,Petrol
Negotiable,Nugegoda,500,660,Daihatsu,2024,Mira,Petrol
"Rs: 8,950,000",Borella (Colombo 08),0,1000,Toyota,2014,Axio,Hybrid
Negotiable,Nugegoda,100,660,Suzuki,2025,Wagon R,Petrol
Negotiable,Nugegoda,"3,000",660,Suzuki,2023,Wagon R,Petrol
Negotiable,Nugegoda,"180,000",1500,Toyota,2014,Axio,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Ratnapura,0,800,Suzuki,2000,Maruti,Petrol
"Rs: 3,100,000",Anuradhapura,0,1000,Micro,2015,Panda,Petrol
"Rs: 6,000,000",Ambalangoda,0,1300,Honda,2011,Fit,Petrol
"Rs: 6,800,000",Ambalangoda,"123,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 7,800,000",Ambalangoda,0,1500,Toyota,2014,Aqua,Petrol
"Rs: 5,000,000",Ambalangoda,"136,000",1000,Suzuki,2015,Celerio,Petrol
"Rs: 6,000,000",Ambalangoda,0,700,Mazda,2016,Flair,Petrol
"Rs: 4,200,000",Ambalangoda,0,1300,Suzuki,2003,Swift,Petrol
"Rs: 7,500,000",Ambalangoda,0,1500,Honda,2013,Insight,Petrol
"Rs: 5,600,000",Ambalangoda,"120,000",650,Suzuki,2014,Wagon R,Petrol
"Rs: 9,600,000",Slave Island (Colombo 02),"197,984",1490,Toyota,2015,Axio,Hybrid
"Rs: 680,000",Kolonnawa,"149,000",1300,KIA,2002,Rio,Petrol
"Rs: 15,000,000",Matara,"126,000",1500,Toyota,2017,Premio,Petrol
"Rs: 6,600,000",Galle,"170,000",1499,Honda,2009,Insight,Petrol
"Rs: 5,350,000",Colombo Fort (Colombo 01),"80,000",650,Suzuki,2016,Wagon R,Petrol
Negotiable,Nugegoda,"1,325",1500,Honda,2025,City,Petrol
Negotiable,Kurunegala,"150,000",1500,Toyota,2016,Premio,Petrol
"Rs: 8,950,000",Kurunegala,0,1000,Toyota,2022,Yaris,Petrol
Negotiable,Divulapitiya,"6,200",660,Mazda,2023,Flair,Hybrid
"Rs: 3,600,000",Agaliya,"130,000",690,Suzuki,2013,Alto,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kohuwala,"98,000",1800,Mercedes Benz,2011,E200,Petrol
Negotiable,Kohuwala,"67,000",1000,Audi,2019,A3,Petrol
"Rs: 6,500,000",Divulapitiya,"4,210",660,Suzuki,2023,Alto,Petrol
"Rs: 8,600,000",Kurunegala,0,650,Suzuki,2024,Wagon R,Hybrid
"Rs: 7,950,000",Panadura,"79,500",1500,Toyota,2014,Aqua,Hybrid
"Rs: 6,700,000",Borella (Colombo 08),"93,000",660,Suzuki,2018,Wagon R,Hybrid
"Rs: 7,800,000",Pussellawa,"140,000",1200,Toyota,2014,Aqua,Petrol
"Rs: 6,375,000",Divulapitiya,"4,200",660,Daihatsu,2023,Mira,Petrol
"Rs: 3,500,000",Hambantota,"172,000",650,Suzuki,2015,Alto,Petrol
"Rs: 7,975,000",Kurunegala,0,660,Suzuki,2024,Wagon R,Hybrid
Negotiable,Mahailluppallama,"159,000",1500,Toyota,2014,Axio,Hybrid
"Rs: 4,450,000",Hakmana,"130,000",1000,Perodua,2011,Elite,Petrol
"Rs: 6,600,000",Kadawatha,"95,000",800,Suzuki,2017,Wagon R,Petrol
"Rs: 6,000,000",Homagama,"180,000",1300,Toyota,2008,Vitz,Petrol
Negotiable,Kottawa,"98,000",1500,Honda,2013,Fit,Petrol
Negotiable,Kottawa,"112,000",660,Suzuki,2016,Spacia,Petrol
Negotiable,Kottawa,"98,000",660,Suzuki,2018,Wagon R,Petrol
Negotiable,Kuliyapitiya,"120,000",1300,Honda,2000,Logo,Petrol
"Rs: 7,050,000",Piliyandala,"244,000",1500,Toyota,2012,Aqua,Hybrid
Negotiable,Kottawa,"116,000",1600,Citroen,2006,Xsara,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,400,000",Kotte,0,1500,Suzuki,2023,Wagon R,Petrol
Negotiable,Anuradhapura,0,1490,Nissan,2001,Sunny,Petrol
"Rs: 4,200,000",Kuliyapitiya,"80,000",1500,Toyota,1997,Starlet,Diesel
"Rs: 3,650,000",Kuliyapitiya,"75,000",1500,Toyota,2001,DX Wagon,Petrol
Negotiable,Kottawa,"112,000",1500,Suzuki,2006,Swift,Petrol
Negotiable,Kottawa,"112,000",1500,Toyota,2013,Allion,Petrol
"Rs: 5,300,000",Rajagiriya,"120,000",660,Suzuki,2015,Alto,Petrol
Negotiable,Hanwella,0,1490,Nissan,1998,Presea,Petrol
Negotiable,Eppawala,"170,251",1500,Toyota,2008,Allion,Petrol
Negotiable,Kottawa,"21,000",800,Suzuki,2023,Alto,Petrol
Negotiable,Kottawa,"96,000",660,Suzuki,2018,Wagon R,Petrol
Negotiable,Polonnaruwa,0,1848,Nissan,1996,Bluebird,Petrol
"Rs: 8,000,000",Batuwatta,304,660,Suzuki,2024,Wagon R,Hybrid
"Rs: 8,800,000",Bandarawela,"145,500",1500,Toyota,2014,Axio,Hybrid
"Rs: 6,850,000",Galle,"170,000",990,Toyota,2016,Vitz,Petrol
Negotiable,Nugegoda,"150,000",1500,Toyota,2011,Premio,Petrol
"Rs: 6,500,000",Ambalangoda,"165,000",1490,Toyota,2012,Aqua,Hybrid
"Rs: 5,900,000",Ambalangoda,"96,000",650,Suzuki,2018,Wagon R,Hybrid
"Rs: 5,475,000",Ambalangoda,"124,654",650,Suzuki,2014,Wagon R,Hybrid
"Rs: 22,500,000",Ambalangoda,"96,000",1995,BMW,2015,5 Series,Diesel
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 1,360,000",Ginigathhena,"150,000",1500,Nissan,1987,Sunny,Petrol
"Rs: 2,495,000",Badulla,"200,800",1300,Toyota,1993,Corsa,Petrol
Negotiable,Maharagama,"124,000",1500,Toyota,2013,Aqua,Hybrid
Negotiable,Wennappuwa,"200,000",1500,Toyota,2014,Axio,Hybrid
Negotiable,Avissawella,"100,000",1000,Toyota,2010,Vitz,Petrol
"Rs: 16,900,000",Kohuwala,"18,000",1500,Mazda,2023,3,Petrol
"Rs: 2,800,000",Batticaloa,"190,000",1400,Hyundai,2003,Getz,Petrol
"Rs: 12,500,000",Kalutara,"136,500",1490,Toyota,2013,Allion,Petrol
"Rs: 14,350,000",Kohuwala,0,1490,Honda,2025,City,Petrol
"Rs: 33,500,000",Kohuwala,0,2000,BMW,2018,740Le,Petrol
"Rs: 7,850,000",Kohuwala,"128,000",1000,Suzuki,2017,Baleno,Petrol
"Rs: 14,700,000",Ragama,0,1499,Nissan,2024,Note,Petrol
Negotiable,Akarawita,"78,350",1300,Nissan,2001,Sunny,Petrol
"Rs: 7,800,000",Dehiwala,"102,000",1490,Honda,2013,Fit,Hybrid
"Rs: 6,875,000",Matara,"165,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 2,950,000",Kelaniya,"181,000",990,Nissan,1997,March,Petrol
"Rs: 1,840,000",Kelaniya,"175,000",800,Suzuki,2004,Maruti,Petrol
"Rs: 5,275,000",Pallekelle,"129,000",1000,Suzuki,2015,Celerio,Petrol
"Rs: 3,800,000",Panadura,"87,000",800,Renault,2018,KWID,Petrol
"Rs: 7,250,000",Wadduwa,"125,000",990,Toyota,2016,Vitz,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Nugegoda,"170,000",1500,Toyota,2008,Allion,Petrol
"Rs: 5,800,000",Ambalangoda,"140,000",1330,Honda,2011,Fit,Hybrid
"Rs: 5,475,000",Poddala,"124,654",650,Suzuki,2014,Wagon R,Petrol
"Rs: 6,400,000",Ambalangoda,0,1500,Toyota,2007,Axio,Petrol
Negotiable,Ambalangoda,0,800,Suzuki,2016,Alto,Petrol
Negotiable,Nugegoda,"3,000",1000,Toyota,2024,Yaris,Petrol
"Rs: 35,000,000",Nugegoda,0,208,Tesla,2025,Model 3,Electric
"Rs: 3,000,000",Bandarawela,"1,412,000",800,Suzuki,2011,Alto,Petrol
"Rs: 6,490,000",Nittambuwa,"2,000",660,Daihatsu,2025,Mira,Petrol
"Rs: 9,700,000",Panadura,"170,000",1500,Toyota,2010,Allion,Petrol
"Rs: 2,975,000",Hanwella,"132,500",1500,Nissan,1997,Presea,Petrol
Negotiable,Nugegoda,"106,000",1000,Perodua,2012,Viva,Petrol
Negotiable,Nugegoda,"106,000",1500,Honda,2013,Fit,Petrol
"Rs: 6,000,000",Ambalangoda,"119,587",650,Suzuki,2017,Wagon R,Hybrid
Negotiable,Nugegoda,0,1000,Nissan,2025,Almera,Petrol
Negotiable,Kaduwela,0,660,Suzuki,2015,Wagon R,Petrol
"Rs: 12,700,000",Katunayake,"100,000",1790,Toyota,2016,Prius,Petrol
"Rs: 2,800,000",Ambalangoda,0,1300,Mitsubishi,1994,Lancer,Petrol
"Rs: 11,000,000",Ambalangoda,0,2480,Audi,2010,RS3,Petrol
"Rs: 7,000,000",Narammala,"140,000",1499,Toyota,2013,Aqua,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
